box_id,box_type,box_name_ja,jfct_code,jfct_group_no,jfct_group_ja,residual_q,n_records,n_source_A,n_source_B,n_source_C,n_layer_A,n_layer_B,n_layer_C,energy_kcal_n,energy_kcal_mean,energy_kcal_sd,protein_g_n,protein_g_mean,protein_g_sd,fat_g_n,fat_g_mean,fat_g_sd,carbohydrate_g_n,carbohydrate_g_mean,carbohydrate_g_sd,salt_equiv_g_n,salt_equiv_g_mean,salt_equiv_g_sd
11229,P,＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ ゆで,11229,11,肉類,0,3,2,0,1,3,0,0,3,75.0,26.94,3,16.86,5.57,3,0.55,0.26,3,0.14,0.25,3,0.39,0.54
11231,P,＜鳥肉類＞ にわとり ［副品目］ 心臓 生,11231,11,肉類,0,1,0,0,1,1,0,0,1,207.0,,1,14.5,,1,15.5,,1,0.0,,1,85.0,
11232,P,＜鳥肉類＞ にわとり ［副品目］ 肝臓 生,11232,11,肉類,0,2,0,0,2,2,0,0,2,111.0,0.0,2,18.9,0.0,2,3.1,0.0,2,0.6,0.0,1,0.0,
11236,P,＜鳥肉類＞ にわとり ［副品目］ なんこつ（胸肉） 生,11236,11,肉類,0,1,0,1,0,1,0,0,1,136.36,,1,19.64,,1,3.27,,1,8.36,,1,2.91,
11237,P,＜鳥肉類＞ にわとり ［その他］ 焼き鳥缶詰,11237,11,肉類,0,37,16,7,14,37,0,0,31,217.11,88.05,31,16.13,5.49,31,12.55,10.74,31,9.59,8.2,31,1.75,0.78
11276,P,＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき とんかつ,11276,11,肉類,0,19,14,1,4,18,1,0,18,231.33,59.38,18,12.34,2.32,18,12.23,6.58,18,17.71,5.6,18,0.93,0.45
11279,P,＜畜肉類＞ ぶた ［大型種肉］ ヒレ 赤肉 とんかつ,11279,11,肉類,0,3,3,0,0,3,0,0,3,227.82,84.31,3,11.98,1.6,3,12.02,9.54,3,18.09,0.46,3,1.01,0.75
11285,P,＜鳥肉類＞ にわとり ［若どり・主品目］ 手羽さき 皮つき 生,11285,11,肉類,0,1,0,0,1,1,0,0,1,226.0,,1,17.4,,1,16.2,,1,0.0,,1,0.0,
11286,P,＜鳥肉類＞ にわとり ［若どり・主品目］ 手羽もと 皮つき 生,11286,11,肉類,0,3,0,0,3,3,0,0,3,201.67,8.08,3,17.97,0.4,3,13.4,1.04,2,0.0,0.0,2,0.1,0.14
11289,P,＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき から揚げ,11289,11,肉類,0,40,25,12,3,36,4,0,40,239.17,77.13,40,14.56,3.11,40,13.68,7.93,40,14.43,4.48,40,1.52,0.39
11292,P,＜鳥肉類＞ にわとり ［その他］ チキンナゲット,11292,11,肉類,0,13,7,3,3,13,0,0,13,222.06,28.65,13,13.11,1.45,13,11.53,3.3,13,16.51,3.25,13,1.32,0.33
11293,P,＜鳥肉類＞ にわとり ［その他］ つくね,11293,11,肉類,0,8,0,3,5,8,0,0,8,164.48,33.95,8,13.42,2.03,8,7.78,2.96,8,10.16,3.3,8,1.36,0.46
11299,P,＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ 天ぷら,11299,11,肉類,0,1,1,0,0,1,0,0,1,149.0,,1,20.8,,1,5.0,,1,5.3,,1,1.0,
11300,P,＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ フライ,11300,11,肉類,0,6,4,0,2,6,0,0,6,164.63,65.68,6,14.48,2.15,6,5.26,6.4,6,14.5,3.8,6,1.01,0.27
11302,P,＜畜肉類＞ うし ［乳用肥育牛肉］ かた 赤肉 焼き,11302,11,肉類,0,8,0,5,3,8,0,0,8,260.07,38.36,8,11.16,1.2,8,18.69,3.72,8,11.28,3.62,8,1.8,0.2
12003,P,うずら卵 水煮缶詰,12003,12,卵類,0,9,3,3,3,9,0,0,9,176.09,16.86,9,12.47,1.38,9,12.96,1.02,9,1.59,2.15,9,0.5,0.5
12004,P,鶏卵 全卵 生,12004,12,卵類,0,37,0,37,0,37,0,0,37,140.3,3.58,37,12.35,0.22,37,9.63,0.47,37,1.06,0.43,37,0.43,0.07
12017,P,鶏卵 たまご豆腐,12017,12,卵類,0,10,6,4,0,10,0,0,9,40.8,6.56,9,3.64,0.42,9,2.65,0.5,9,0.7,0.4,9,0.94,0.11
12018,P,鶏卵 たまご焼 厚焼きたまご,12018,12,卵類,0,10,5,5,0,10,0,0,10,154.89,16.84,10,10.61,2.35,10,9.71,1.73,10,6.18,4.17,10,1.22,0.16
12020,P,あひる卵 ピータン,12020,12,卵類,0,1,0,0,1,0,1,0,1,179.0,,1,13.4,,1,13.7,,1,0.5,,1,4.8,
13003,P,＜牛乳及び乳製品＞ （液状乳類） 普通牛乳,13003,13,乳類,0,81,50,31,0,81,0,0,0,,,0,,,0,,,0,,,0,,
13004,P,＜牛乳及び乳製品＞ （液状乳類） 加工乳 濃厚,13004,13,乳類,0,1,1,0,0,1,0,0,0,,,0,,,0,,,0,,,0,,
13005,P,＜牛乳及び乳製品＞ （液状乳類） 加工乳 低脂肪,13005,13,乳類,0,18,11,7,0,18,0,0,0,,,0,,,0,,,0,,,0,,
13006,P,＜牛乳及び乳製品＞ （液状乳類） 脱脂乳,13006,13,乳類,0,2,1,1,0,2,0,0,0,,,0,,,0,,,0,,,0,,
13007,P,＜牛乳及び乳製品＞ （液状乳類） 乳飲料 コーヒー,13007,13,乳類,0,8,5,3,0,8,0,0,2,58.75,20.45,2,2.64,0.21,2,2.36,0.35,2,6.86,4.14,1,0.14,
13010,P,＜牛乳及び乳製品＞ （粉乳類） 脱脂粉乳,13010,13,乳類,0,1,1,0,0,1,0,0,1,360.0,,1,35.9,,1,0.8,,1,51.9,,1,1.2,
13013,P,＜牛乳及び乳製品＞ （練乳類） 加糖練乳,13013,13,乳類,0,7,1,0,6,1,6,0,7,338.14,3.93,7,4.57,1.59,7,10.77,0.99,7,55.76,1.0,7,0.2,0.0
13016,P,＜牛乳及び乳製品＞ （クリーム類） クリーム 植物性脂肪,13016,13,乳類,0,2,0,0,2,0,2,0,2,285.5,27.58,2,2.0,0.28,2,26.95,1.48,2,8.75,3.18,2,0.08,0.0
13019,P,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 植物性脂肪,13019,13,乳類,0,2,1,0,1,2,0,0,1,297.0,,1,0.6,,1,27.2,,1,12.6,,1,0.1,
13022,P,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 植物性脂肪,13022,13,乳類,0,5,2,3,0,5,0,0,3,200.0,38.49,3,4.6,1.8,3,18.52,6.41,3,3.33,0.0,3,0.67,0.19
13024,P,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 粉末状 植物性脂肪,13024,13,乳類,0,3,1,0,2,3,0,0,3,555.56,19.25,3,2.78,0.96,3,33.33,0.0,3,56.67,0.0,3,0.66,0.58
13025,P,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 全脂無糖,13025,13,乳類,0,14,1,13,0,14,0,0,14,48.34,16.02,14,3.88,1.98,14,1.21,1.31,14,5.55,2.74,14,0.11,0.02
13026,P,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 脱脂加糖,13026,13,乳類,0,74,54,20,0,11,63,0,73,76.97,13.56,73,4.04,1.42,73,1.68,1.22,73,11.45,2.82,73,0.11,0.02
13028,P,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） 乳酸菌飲料 乳製品,13028,13,乳類,0,9,9,0,0,9,0,0,1,52.8,,1,0.08,,1,0.0,,1,13.12,,1,0.0,
13031,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ エダム,13031,13,乳類,0,1,0,0,1,0,1,0,1,293.0,,1,18.3,,1,23.8,,1,1.4,,1,2.2,
13034,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ カマンベール,13034,13,乳類,0,4,1,2,1,4,0,0,4,322.83,32.91,4,18.2,3.07,4,23.5,0.6,3,11.78,10.34,4,2.38,0.94
13035,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ クリーム,13035,13,乳類,0,15,3,10,2,15,0,0,15,341.29,20.55,15,6.12,0.55,15,29.09,2.58,15,14.23,7.37,15,1.33,0.44
13036,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ ゴーダ,13036,13,乳類,0,12,8,4,0,12,0,0,12,361.92,19.77,12,24.32,0.77,12,28.32,2.14,11,2.55,0.62,12,1.71,0.24
13037,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ チェダー,13037,13,乳類,0,3,0,3,0,3,0,0,2,398.5,20.51,2,25.05,0.35,2,32.2,2.26,2,2.8,0.85,2,1.65,0.35
13038,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ パルメザン,13038,13,乳類,0,3,2,1,0,3,0,0,3,520.0,20.0,3,42.67,1.15,3,37.33,2.31,3,3.33,2.31,3,2.67,1.15
13040,P,＜牛乳及び乳製品＞ （チーズ類） プロセスチーズ,13040,13,乳類,0,46,21,25,0,46,0,0,43,323.02,14.96,43,18.53,4.7,43,25.7,2.37,38,5.03,7.25,43,2.58,0.61
13041,P,＜牛乳及び乳製品＞ （チーズ類） チーズスプレッド,13041,13,乳類,0,3,1,2,0,3,0,0,3,272.56,43.72,3,8.14,3.0,3,24.64,5.75,3,4.7,1.04,3,2.18,1.0
13043,P,＜牛乳及び乳製品＞ （アイスクリーム類） アイスクリーム 普通脂肪,13043,13,乳類,0,16,6,10,0,16,0,0,7,217.86,15.12,7,3.46,0.64,7,10.7,1.68,7,27.19,3.52,7,0.11,0.04
13044,P,＜牛乳及び乳製品＞ （アイスクリーム類） アイスミルク,13044,13,乳類,0,14,10,4,0,14,0,0,0,,,0,,,0,,,0,,,0,,
13045,P,＜牛乳及び乳製品＞ （アイスクリーム類） ラクトアイス 普通脂肪,13045,13,乳類,0,19,10,9,0,19,0,0,1,164.0,,1,2.9,,1,8.2,,1,19.9,,1,0.2,
13046,P,＜牛乳及び乳製品＞ （アイスクリーム類） ラクトアイス 低脂肪,13046,13,乳類,0,13,4,9,0,13,0,0,0,,,0,,,0,,,0,,,0,,
13049,P,＜牛乳及び乳製品＞ （その他） シャーベット,13049,13,乳類,0,34,27,5,2,25,9,0,3,92.56,13.87,3,0.0,0.0,3,0.0,0.0,3,24.32,2.21,3,0.16,0.04
13054,P,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 無脂肪無糖,13054,13,乳類,0,4,2,2,0,4,0,0,4,55.3,12.75,4,3.99,0.3,4,0.18,0.21,4,9.45,3.83,4,0.14,0.04
13056,P,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ モッツァレラ,13056,13,乳類,0,12,2,10,0,12,0,0,12,289.44,41.13,12,22.27,4.31,12,21.62,2.81,12,1.93,1.37,12,1.08,0.7
14001,P,（植物油脂類） オリーブ油,14001,14,油脂類,0,28,9,4,15,28,0,0,21,891.89,22.79,21,0.0,0.0,21,99.18,2.52,21,0.0,0.0,21,0.0,0.0
14002,P,（植物油脂類） ごま油,14002,14,油脂類,0,7,2,5,0,7,0,0,5,900.0,0.0,5,0.0,0.0,5,100.0,0.0,5,0.0,0.0,5,0.0,0.0
14003,P,（植物油脂類） 米ぬか油,14003,14,油脂類,0,3,2,0,1,3,0,0,3,898.67,2.31,3,0.0,0.0,3,99.83,0.29,3,0.0,0.0,3,0.0,0.0
14004,P,（植物油脂類） サフラワー油 ハイオレイック,14004,14,油脂類,0,1,1,0,0,1,0,0,0,,,0,,,0,,,0,,,0,,
14006,P,（植物油脂類） 調合油,14006,14,油脂類,0,12,10,1,1,12,0,0,7,899.43,1.51,7,0.0,0.0,7,99.93,0.19,7,0.0,0.0,6,0.0,0.0
14008,P,（植物油脂類） なたね油,14008,14,油脂類,0,8,3,5,0,8,0,0,5,900.0,0.0,5,0.0,0.0,5,100.0,0.0,5,0.0,0.0,5,0.0,0.0
14013,P,（植物油脂類） やし油,14013,14,油脂類,0,2,0,2,0,2,0,0,2,891.3,0.0,2,0.0,0.0,2,100.0,0.0,2,0.0,0.0,2,0.0,0.0
14017,P,（バター類） 無発酵バター 有塩バター,14017,14,油脂類,0,10,6,4,0,10,0,0,10,744.79,7.78,10,0.55,0.07,10,82.12,0.81,10,0.75,0.33,8,1.37,0.15
14018,P,（バター類） 無発酵バター 食塩不使用バター,14018,14,油脂類,0,1,1,0,0,1,0,0,1,750.0,,1,0.5,,1,82.9,,1,0.8,,1,0.02,
14019,P,（バター類） 発酵バター 有塩バター,14019,14,油脂類,0,2,1,1,0,2,0,0,2,747.5,17.68,2,0.6,0.14,2,82.6,2.12,2,0.45,0.21,2,1.5,0.28
14020,P,（マーガリン類） マーガリン 家庭用 有塩,14020,14,油脂類,0,4,2,2,0,4,0,0,4,752.5,12.58,4,0.42,0.51,4,83.0,1.41,4,1.2,0.54,4,1.25,0.5
14021,P,（マーガリン類） ファットスプレッド,14021,14,油脂類,0,10,2,5,3,10,0,0,10,600.0,104.46,10,0.6,0.84,10,64.6,11.01,10,3.08,5.85,10,1.43,0.79
14023,P,（植物油脂類） あまに油,14023,14,油脂類,0,4,1,3,0,4,0,0,4,893.47,4.35,4,0.0,0.0,4,100.0,0.0,4,0.0,0.0,4,0.0,0.0
14024,P,（植物油脂類） えごま油,14024,14,油脂類,0,3,1,2,0,3,0,0,3,891.3,0.0,3,0.0,0.0,3,100.0,0.0,3,0.0,0.0,3,0.0,0.0
14028,P,（植物油脂類） ぶどう油,14028,14,油脂類,0,2,1,0,1,2,0,0,0,,,0,,,0,,,0,,,0,,
14033,P,（マーガリン類） マーガリン 家庭用 無塩,14033,14,油脂類,0,1,1,0,0,1,0,0,1,754.0,,1,0.3,,1,83.6,,1,0.0,,1,0.0,
15001,P,＜和生菓子・和半生菓子類＞ 甘納豆 あずき,15001,15,菓子類,0,3,3,0,0,3,0,0,3,337.43,28.47,3,7.35,3.44,3,4.22,4.05,3,68.94,6.29,3,0.31,0.27
15005,P,＜和生菓子・和半生菓子類＞ 今川焼 こしあん入り,15005,15,菓子類,0,13,9,4,0,13,0,0,13,263.78,67.41,13,4.93,0.96,13,4.75,3.36,13,50.63,14.79,13,0.52,0.22
15009,P,＜和生菓子・和半生菓子類＞ カステラ,15009,15,菓子類,0,13,6,6,1,13,0,0,13,333.2,28.26,13,6.37,0.66,13,6.76,2.85,13,61.93,9.06,13,0.21,0.12
15019,P,＜和生菓子・和半生菓子類＞ くし団子 みたらし,15019,15,菓子類,0,4,2,0,2,4,0,0,4,231.67,51.67,4,1.81,0.3,4,0.22,0.26,4,55.46,14.09,4,0.45,0.29
15024,P,＜和生菓子・和半生菓子類＞ タルト （和菓子）,15024,15,菓子類,0,4,0,2,2,4,0,0,4,415.08,45.89,4,5.46,1.22,4,15.34,4.47,4,64.56,9.64,4,0.38,0.14
15027,P,＜和生菓子・和半生菓子類＞ どら焼 つぶしあん入り,15027,15,菓子類,0,6,1,5,0,6,0,0,4,288.7,9.27,4,5.56,0.32,4,4.19,1.27,4,58.57,1.82,4,0.26,0.11
15035,P,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう 肉まん,15035,15,菓子類,0,18,14,2,2,18,0,0,15,239.46,19.8,15,8.16,1.19,15,7.7,2.04,15,34.52,3.4,15,0.97,0.2
15036,P,＜和生菓子・和半生菓子類＞ もなか こしあん入り,15036,15,菓子類,0,4,1,3,0,4,0,0,3,307.31,3.55,3,4.56,0.66,3,0.53,0.0,3,71.93,2.14,3,0.04,0.02
15038,P,＜和生菓子・和半生菓子類＞ ようかん 練りようかん,15038,15,菓子類,0,9,3,5,1,9,0,0,8,229.04,72.29,8,2.61,1.1,8,0.18,0.19,8,54.96,17.64,8,0.1,0.17
15042,P,＜和干菓子類＞ 芋かりんとう,15042,15,菓子類,0,14,9,5,0,14,0,0,14,480.33,45.98,14,1.52,0.3,14,22.35,3.64,14,68.91,4.16,14,0.26,0.51
15043,P,＜和干菓子類＞ おこし,15043,15,菓子類,0,1,1,0,0,1,0,0,1,540.0,,1,18.0,,1,36.0,,1,40.0,,0,,
15045,P,＜和干菓子類＞ かりんとう 黒,15045,15,菓子類,0,13,12,1,0,13,0,0,13,488.07,23.58,13,7.02,1.78,13,20.88,4.25,13,68.08,4.83,13,0.35,0.26
15046,P,＜和干菓子類＞ かりんとう 白,15046,15,菓子類,0,1,1,0,0,1,0,0,1,508.82,,1,7.94,,1,24.12,,1,65.15,,1,0.44,
15051,P,＜和干菓子類＞ 小麦粉せんべい 南部せんべい ごま入り,15051,15,菓子類,0,3,2,1,0,3,0,0,3,449.05,7.17,3,11.97,1.54,3,15.24,0.29,3,66.46,3.24,3,1.89,1.04
15052,P,＜和干菓子類＞ 小麦粉せんべい 南部せんべい 落花生入り,15052,15,菓子類,0,1,1,0,0,1,0,0,1,496.86,,1,18.24,,1,23.27,,1,53.46,,1,1.26,
15057,P,＜和干菓子類＞ 米菓 揚げせんべい,15057,15,菓子類,0,28,11,12,5,21,7,0,28,468.9,86.88,28,3.96,2.37,28,20.33,14.35,28,67.93,12.86,28,2.0,0.91
15058,P,＜和干菓子類＞ 米菓 甘辛せんべい,15058,15,菓子類,0,4,0,4,0,4,0,0,3,526.61,18.87,3,4.15,1.2,3,30.12,2.5,3,60.2,2.23,3,1.78,0.18
15059,P,＜和干菓子類＞ 米菓 あられ,15059,15,菓子類,0,4,0,4,0,4,0,0,4,464.38,105.13,4,9.32,5.6,4,17.94,19.49,4,67.12,20.26,4,0.44,0.52
15060,P,＜和干菓子類＞ 米菓 しょうゆせんべい,15060,15,菓子類,0,21,9,12,0,21,0,0,21,422.79,42.43,21,5.89,3.07,21,9.96,8.39,21,77.87,9.05,21,1.81,0.69
15061,P,＜和干菓子類＞ ボーロ 小粒,15061,15,菓子類,0,10,7,3,0,10,0,0,10,399.08,51.92,10,5.73,5.3,10,6.16,8.77,10,80.5,13.96,10,0.33,0.39
15062,P,＜和干菓子類＞ ボーロ そばボーロ,15062,15,菓子類,0,2,2,0,0,2,0,0,2,398.28,2.44,2,9.28,0.19,2,2.85,0.13,2,83.66,0.18,2,0.44,0.01
15070,P,＜菓子パン類＞ クリームパン,15070,15,菓子類,0,2,2,0,0,2,0,0,2,355.38,60.63,2,6.3,1.25,2,16.52,5.68,2,45.57,0.81,2,0.44,0.04
15072,P,＜菓子パン類＞ チョココロネ,15072,15,菓子類,0,1,1,0,0,1,0,0,1,295.83,,1,7.5,,1,7.92,,1,48.33,,1,0.38,
15074,P,＜ケーキ・ペストリー類＞ スポンジケーキ,15074,15,菓子類,0,27,12,11,4,27,0,0,26,397.25,69.19,26,5.58,1.08,26,20.0,8.37,26,49.01,11.78,26,0.53,0.26
15078,P,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ プレーン,15078,15,菓子類,0,23,14,9,0,23,0,0,21,457.59,36.41,21,5.04,1.38,21,26.27,6.06,21,50.93,6.72,21,0.68,0.22
15079,P,＜ケーキ・ペストリー類＞ パイ パイ皮,15079,15,菓子類,0,4,3,0,1,4,0,0,3,505.11,104.81,3,8.09,1.87,3,31.76,6.95,3,47.16,10.56,3,0.3,0.32
15080,P,＜ケーキ・ペストリー類＞ パイ アップルパイ,15080,15,菓子類,0,6,2,3,1,6,0,0,5,422.69,16.92,5,6.13,0.58,5,20.98,2.62,5,52.98,3.03,5,0.61,0.32
15082,P,＜ケーキ・ペストリー類＞ バターケーキ,15082,15,菓子類,0,27,14,13,0,22,5,0,26,425.38,25.73,26,6.22,0.7,26,23.23,4.04,26,48.09,4.14,26,0.39,0.16
15084,P,＜ケーキ・ペストリー類＞ ワッフル カスタードクリーム入り,15084,15,菓子類,0,13,2,2,9,13,0,0,5,450.32,21.78,5,7.97,1.11,5,22.83,2.74,5,53.49,0.8,5,0.31,0.19
15086,P,＜デザート菓子類＞ カスタードプリン,15086,15,菓子類,0,18,8,6,4,18,0,0,17,118.61,42.63,17,2.14,1.7,17,4.8,3.57,17,16.94,3.22,16,0.15,0.07
15087,P,＜デザート菓子類＞ ゼリー オレンジ,15087,15,菓子類,0,82,31,36,15,82,0,0,73,59.61,46.0,73,0.12,0.16,73,0.03,0.19,73,15.14,11.25,73,0.1,0.06
15088,P,＜デザート菓子類＞ ゼリー コーヒー,15088,15,菓子類,0,3,1,1,1,3,0,0,3,39.78,31.69,3,0.2,0.09,3,0.0,0.0,3,9.79,7.75,3,0.02,0.02
15089,P,＜デザート菓子類＞ ゼリー ミルク,15089,15,菓子類,0,8,3,2,3,8,0,0,8,116.85,44.35,8,2.31,1.47,8,5.97,3.16,8,13.42,2.85,8,0.1,0.05
15091,P,＜デザート菓子類＞ ババロア,15091,15,菓子類,0,1,0,0,1,1,0,0,1,250.0,,1,3.7,,1,16.9,,1,20.9,,1,0.2,
15092,P,＜ビスケット類＞ ウエハース,15092,15,菓子類,0,7,2,0,5,7,0,0,4,474.13,8.78,4,5.27,0.33,4,20.87,3.49,4,66.59,9.89,4,0.26,0.13
15093,P,＜ビスケット類＞ クラッカー オイルスプレークラッカー,15093,15,菓子類,0,15,1,2,12,15,0,0,13,510.28,24.45,13,8.2,1.87,13,25.5,4.33,13,62.35,4.39,13,1.18,0.68
15097,P,＜ビスケット類＞ ビスケット ハードビスケット,15097,15,菓子類,0,49,24,14,11,49,0,0,49,475.81,33.19,49,7.92,1.84,49,18.71,6.42,49,69.56,6.58,48,0.74,0.33
15098,P,＜ビスケット類＞ ビスケット ソフトビスケット,15098,15,菓子類,0,47,17,20,10,47,0,0,40,503.08,28.68,40,6.35,1.36,40,24.81,5.1,40,64.7,5.62,40,0.56,0.27
15099,P,＜ビスケット類＞ プレッツェル,15099,15,菓子類,0,1,0,0,1,1,0,0,1,400.0,,1,12.0,,1,6.8,,1,75.5,,1,3.0,
15101,P,＜スナック類＞ 小麦粉あられ,15101,15,菓子類,0,13,0,12,1,13,0,0,13,504.49,45.13,13,10.62,7.77,13,28.18,7.84,13,56.28,11.09,13,2.05,1.4
15102,P,＜スナック類＞ コーンスナック,15102,15,菓子類,0,15,14,0,1,14,1,0,15,501.74,50.88,13,5.3,3.16,14,25.16,10.26,15,66.16,12.08,14,1.64,0.77
15103,P,＜スナック類＞ ポテトチップス ポテトチップス,15103,15,菓子類,0,3,0,2,1,0,3,0,3,543.11,11.28,3,4.83,0.73,3,32.95,2.92,3,58.13,3.31,3,1.45,0.21
15104,P,＜スナック類＞ ポテトチップス 成形ポテトチップス,15104,15,菓子類,0,36,8,24,4,36,0,0,36,546.49,29.19,36,5.32,1.06,36,34.01,5.48,36,56.21,4.66,36,1.34,0.38
15105,P,＜キャンデー類＞ キャラメル,15105,15,菓子類,0,2,0,2,0,2,0,0,2,433.33,0.0,2,1.67,0.0,2,11.67,0.0,2,78.33,0.0,2,1.17,0.71
15106,P,＜キャンデー類＞ ラムネ,15106,15,菓子類,0,5,0,5,0,5,0,0,5,360.17,19.97,5,0.17,0.37,5,0.1,0.22,5,88.1,6.01,5,0.01,0.02
15107,P,＜キャンデー類＞ ゼリーキャンデー,15107,15,菓子類,0,2,1,1,0,2,0,0,2,343.11,29.54,2,6.54,0.19,2,0.1,0.14,2,80.12,8.03,2,0.01,0.01
15110,P,＜キャンデー類＞ ドロップ,15110,15,菓子類,0,23,4,17,2,5,18,0,23,369.54,60.35,23,0.77,3.08,23,1.87,3.96,23,94.55,6.62,23,0.35,0.74
15113,P,＜キャンデー類＞ マシュマロ,15113,15,菓子類,0,7,2,3,2,7,0,0,6,355.31,39.32,6,3.88,0.73,6,2.92,5.35,6,78.08,3.67,6,0.04,0.02
15114,P,＜チョコレート類＞ カバーリングチョコレート,15114,15,菓子類,0,33,0,31,2,33,0,0,32,512.5,32.98,32,17.48,17.08,32,27.51,5.1,32,50.55,17.06,32,0.64,0.7
15116,P,＜チョコレート類＞ ミルクチョコレート,15116,15,菓子類,0,77,38,31,8,77,0,0,72,541.92,55.42,72,8.35,6.21,72,33.43,8.2,72,54.05,9.38,71,0.21,0.3
15118,P,＜チューインガム類＞ 板ガム,15118,15,菓子類,0,8,2,6,0,8,0,0,8,201.25,10.05,8,0.0,0.0,8,0.0,0.0,8,74.61,3.83,8,0.02,0.05
15125,P,＜菓子パン類＞ 揚げパン,15125,15,菓子類,0,1,0,0,1,0,1,0,1,380.0,,1,6.6,,1,21.1,,1,40.8,,1,1.1,
15127,P,＜菓子パン類＞ カレーパン 皮及び具,15127,15,菓子類,0,6,0,6,0,6,0,0,6,310.03,40.21,6,7.9,1.73,6,13.98,4.64,6,38.97,3.6,6,1.3,0.43
15131,P,＜菓子パン類＞ チョコパン 薄皮タイプ,15131,15,菓子類,0,5,0,5,0,5,0,0,4,343.8,48.37,4,6.99,1.2,4,13.71,4.3,4,49.06,3.84,4,0.62,0.23
15132,P,＜菓子パン類＞ メロンパン,15132,15,菓子類,0,4,3,1,0,4,0,0,4,350.3,24.43,4,8.05,0.2,4,13.17,1.79,4,50.03,8.93,4,0.51,0.04
15133,P,＜ケーキ・ペストリー類＞ タルト （洋菓子）,15133,15,菓子類,0,1,0,1,0,1,0,0,1,431.82,,1,6.67,,1,23.03,,1,50.0,,1,0.91,
15134,P,＜ケーキ・ペストリー類＞ チーズケーキ ベイクドチーズケーキ,15134,15,菓子類,0,3,2,0,1,3,0,0,3,306.81,54.18,3,6.67,0.33,3,18.4,3.72,3,28.36,4.78,3,0.72,0.11
15135,P,＜ケーキ・ペストリー類＞ チーズケーキ レアチーズケーキ,15135,15,菓子類,0,4,1,0,3,4,0,0,4,280.14,66.77,4,4.85,2.42,4,19.71,6.95,4,21.06,4.85,4,0.32,0.21
15137,P,＜チョコレート類＞ アーモンドチョコレート,15137,15,菓子類,0,22,6,15,1,22,0,0,18,571.86,29.83,18,10.45,2.63,18,38.05,4.89,18,48.39,6.54,18,0.11,0.07
15140,P,＜その他＞ しるこ つぶしあん,15140,15,菓子類,0,6,5,1,0,6,0,0,6,128.13,41.98,6,3.52,0.69,6,0.19,0.07,6,28.25,10.5,6,0.11,0.05
15146,P,＜和生菓子・和半生菓子類＞ 今川焼 カスタードクリーム入り,15146,15,菓子類,0,1,0,0,1,1,0,0,0,,,0,,,0,,,0,,,0,,
15150,P,＜和生菓子・和半生菓子類＞ 草もち つぶしあん入り,15150,15,菓子類,0,1,1,0,0,1,0,0,1,234.55,,1,4.0,,1,0.36,,1,53.64,,1,0.36,
15155,P,＜和生菓子・和半生菓子類＞ 大福もち つぶしあん入り,15155,15,菓子類,0,14,9,2,3,14,0,0,13,259.32,51.71,13,3.0,1.41,13,1.44,2.4,13,58.33,12.35,13,0.07,0.1
15168,P,＜菓子パン類＞ あんパン つぶしあん入り,15168,15,菓子類,0,7,3,4,0,7,0,0,6,303.9,43.36,6,6.92,1.56,6,7.57,5.5,6,52.71,3.3,6,0.56,0.26
15180,P,＜その他＞ チョコレートクリーム,15180,15,菓子類,0,9,2,5,2,9,0,0,9,431.46,175.82,9,2.63,1.37,9,25.18,18.66,9,48.88,16.63,9,0.14,0.07
15181,P,＜菓子パン類＞ 菓子パン あんなし,15181,15,菓子類,0,13,3,10,0,13,0,0,13,354.29,54.1,13,7.71,1.21,13,15.27,7.75,13,48.56,5.48,13,0.74,0.27
16001,P,＜アルコール飲料類＞ （醸造酒類） 清酒 普通酒,16001,16,し好飲料類,0,13,4,9,0,13,0,0,9,100.67,1.32,9,0.17,0.13,9,0.0,0.0,9,4.82,0.04,9,0.0,0.0
16002,P,＜アルコール飲料類＞ （醸造酒類） 清酒 純米酒,16002,16,し好飲料類,0,8,5,3,0,8,0,0,3,107.0,0.0,3,0.4,0.0,3,0.0,0.0,3,4.7,0.0,3,0.0,0.0
